著作id,出版著作名称,著作类别,ISBN号,编辑,出版时间,总字数（万字）,国家/地区,语种,出版社,全文地址,署名单位,归属二级单位编码,归属二级单位名称,其他署名单位,成员信息,校内成员账号
254,临床药物代谢动力学,教材,978-7-03-048516-8,,2016-09-01,77.5,,中文,科学出版社,,中山大学,36000.0,药学院,,刘克辛、黄民（013096）、刘晓东、孙进、毕惠嫦（070166）、田鑫、武新安、欧阳冬生、刘志浩、周权、孟强、姚继红、孙慧君、鲁澄宇,013096
255,墨子与中国文化,专著,9787306069337,,2020-09-01,26.0,中国,中文,中山大学,,中山大学,11300.0,哲学系,,张永义（005592）,005592
256,浮山文集校注,专著,978-7-5080-9214-0,,2017-07-01,47.0,中国,中文,华夏出版社,,中山大学,11300.0,哲学系,,张永义（005592）,005592
257,新型冠状病毒肺炎影像诊断与人工智能,专著,978-7-302-56176-7,,2020-09-01,37.6,中国,中文,清华大学出版社,,中山大学,67000.0,计算机学院（软件学院）,,欧陕兴、陆普选、陆遥（130025）、安维民,130025
258,超声医学与人工智能,专著,978-7-03-067007-6,陆遥,2020-12-01,24.3,中国,中文,科学出版社,,中山大学,67000.0,计算机学院（软件学院）,,陈智毅、陆遥（130025）、刘红梅、倪东,130025
259,金融创新与广州创新型城市建设研究,专著,978-7-00-050386-2,,2017-01-15,31.0,,中文,科学出版社,,中山大学,10000.0,岭南学院,,何兴强（020043）,020043
260,阅读合伙人,专著,978-7-111-65025-6,,2020-05-01,17.6,,中文,机械工业出版社,,中山大学,26000.0,心理学系,,何子静（110017）,110017
261,现代环境卫生学,教材,9787301153529,,2019-03-01,100.0,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,杨博逸（190506）,190506
262,垄断金融资本时代马克思主义的当代性研究,专著,978-7-218-13037-8,,2018-06-01,20.0,中国,中文,广东人民出版社,,中山大学,25000.0,马克思主义学院,,胡莹（080109）,080109
263,马克思主义经济危机理论发展史,专著,978-7-5201-2460-7,,2018-04-01,20.0,中国,中文,社会科学文献出版社,,中山大学,25000.0,马克思主义学院,,胡莹（080109）,080109
264,美国的收入分配与当代资本主义的经济矛盾,专著,978-7-5161-3310-1,,2013-09-01,23.0,中国,中文,中国社会科学出版社,,中山大学,25000.0,马克思主义学院,,胡莹（080109）,080109
265,《Hydrogen Storage: Based on Hydrogenation and Dehydrogenation Reactions of Small Molecules》,专著,978-1-119-23935-2,,2018-12-06,14.0,,外文,"De Gruyter,Wiley VCH",,中山大学,29000.0,材料科学与工程学院,,柯卓锋（120018）、李胤午（09336027）、侯成（07306462）、刘艳,120018
266,《心有其理——舍勒现象学伦理学经典研究文集》,编著,9787100197250,,2021-08-31,60.0,,中文,商务印书馆,,中山大学,11300.0,哲学系,,张伟（130218）,130218
267,《从现象学到形而上学——舍勒哲学思想经典研究文集》,编著,9787100185080,,2020-10-01,50.0,,中文,商务印书馆,,中山大学,11300.0,哲学系,,张伟（130218）,130218
268,《现象学与自身意识》,译著,9787306069610,,2020-12-01,20.0,,中文,中山大学出版社,,中山大学,11300.0,哲学系,,张伟（130218）,130218
269,Scheler’s Socratism,专著,9783826072147,,2021-07-31,20.0,,外文,Königshausen & Neumann,,中山大学,11300.0,哲学系,,张伟（130218）,130218
270,Schelers Personalismus im Spiegel von Anderen,专著,9783826069109,,2019-12-01,22.0,,外文,Koenigshausen & Neumann,,中山大学,11300.0,哲学系,,张伟（130218）,130218
271,《情感的语法——舍勒思想引论》,专著,9787520350013,,2019-09-30,23.0,,中文,中国社会科学出版社,,中山大学,11300.0,哲学系,,张伟（130218）,130218
272,《心性与体知——从现象学到儒家》,专著,978-7-100-16339-2,,2019-12-01,25.0,,中文,商务印书馆,,中山大学,11300.0,哲学系,,张伟（130218）,130218
273,Prolegomena zu einer materialen Wertethik,专著,978-3-95948-439-8,,2019-07-01,15.0,,外文,Nordhausen: Traugott Bautz,,中山大学,72110.0,哲学系（珠海）,,张伟（130218）,130218
274,中国特色社会主义理论与实践研究,教材,9787306066527,,2019-08-01,45.0,,中文,中山大学出版社,,中山大学,25000.0,马克思主义学院,,薛蓉（006696）,006696
275,地方政府参与式治理创新研究,专著,9787511738691,,2020-10-01,34.1,,中文,中央编译出版社,,中山大学,13000.0,政治与公共事务管理学院,,张紧跟（006414）,006414
276,调适与变迁——广东探索地方政府治理结构创新,专著,9787306063199,,2018-06-03,27.3,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,张紧跟（006414）,006414
277,广东省特困人员救助供养制度研究:供给侧改革的创新经验,专著,9787306072115,,2021-06-30,28.2,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,岳经纶（040072）、庄文嘉（130284）、尤泽锋（19110162）,040072、130284
278,解决相对贫困治理的长效机制探索：江门经验,专著,978-7-306-000,,2021-11-30,15.0,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,庄文嘉（130284）、岳经纶（040072）、胡项连,130284、040072
279,再见啦，那些让人忧心的生活谣言,编著,978-7-5180-7055-8,,2020-01-30,16.8,,中文,机械工业出版社,,中山大学,17000.0,新闻传播学院,,何凌南（120258）、张志安（110015）,120258
280,谣言心理学,译著,978-7-111-68387-2,,2021-07-31,21.0,,中文,机械工业出版社,,中山大学,17000.0,新闻传播学院,,何凌南（120258）、赖凯声,120258
281,组织行为学（英文版。原书第7版）,译著,9787111597636,,2018-05-30,40.0,,外文,机械工业出版社,,中山大学,41000.0,国际金融学院,,吴培冠（001378）、张璐斐（006604）,001378、006604
282,五四告诉你如何爱国,专著,978-7-5561-2210-3,,2019-04-01,15.0,,中文,湖南人民出版社,,中山大学,25000.0,马克思主义学院,,程美东、沈成飞（070124）、赵诺、孙佩,070124
283,信息状态视角下的存在句研究,专著,978-7-306-07059-3,,2020-12-28,17.4,,中文,中山大学出版社,,中山大学,11100.0,中国语言文学系,,刘街生（006726）,006726
284,漳澎村志,编著,978-7-5192-9120-4,,2021-11-01,55.0,中国,中文,世界图书出版社,,中山大学,11400.0,人类学系,,龙莆尧、张振江（004034）,004034
285,从客观到主观：刑法结果归责的路径研究,专著,978-7-306-06639-8,,2019-06-01,18.5,,中文,中山大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,庄劲（050164）,050164
286,竞技体育公正性的刑法保护,专著,978-7-306-06471-4,,2019-12-01,28.7,中国,中文,中山大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,庄劲（050164）,050164
287,英语散文精读,教材,9787302492610,,2018-01-01,29.4,,外文,清华大学出版社,,中山大学,21000.0,国际翻译学院,,罗斌（120124）,120124
288,法国合同法总论,专著,9787306073419,,2021-11-01,100.0,,中文,中山大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,张民安（005615）,005615
289,法国民法总论（II）,专著,9787302550815,,2020-04-01,46.8,,中文,清华大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,张民安（005615）,005615
290,社交媒体隐私权研究——新信息性隐私权（二）,编著,978-7-306-07241-2,,2021-08-01,71.5,,中文,中山大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,张民安（005615）,005615
291,物联网隐私权总论,编著,9787306070241,,2020-12-01,70.0,,中文,中山大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,张民安（005615）,005615
292,人格权在民法典当中的独立地位,专著,978-7-306-06739-5,,2019-11-01,62.3,,中文,中山大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,张民安（005615）,005615
293,FROM CONSTANTINOPLE TO CHANG’AN: BYZANTINE GOLD COINS IN THE WORLD OF LATE ANTIQUITY,专著,978-616-215-157-6,,2021-12-10,20.0,中国,外文,Institute for the History of Ancient Civilizations,,中山大学,11200.0,历史学系,,林英（005117）,005117
294,空间物权法律制度研究,专著,978-7-301-29885-5,,2020-11-01,66.0,中国,中文,北京大学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,于海涌（006262）,006262
295,马克思主义理论研究和建设工程重点教材《国际经济法学》（第二版）,教材,978-7-04-050116-2,,2019-01-31,52.0,,中文,高等教育出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,梁丹妮（060081）,060081
296,高等药理学,编著,978-7-117-31943-0,,2021-11-15,147.0,,中文,人民卫生出版社,,中山大学,59000.0,医学院,,杨宝峰、张勇、陈红专、缪朝玉、徐超千、白云龙、邹莉波、皮荣标（030187）、曲卫敏、陈立、曲现俊、朱依谆、陈建国、乔海灵、季勇、胡刚、孙慧君、胡长平、苏素文、耿美玉、杜俊蓉、贾庆忠、杜冠华、郭秀丽、李俊、黄卓、李春莉、童静、李晓辉、谢作权、臧伟进、吴希美、何朝勇、魏敏杰、余鹰,030187
297,中国新城,专著,978-7-03-066432-7,,2021-01-01,54.0,,中文,科学出版社,,中山大学,37000.0,地理科学与规划学院,,周春山（005588）,005588
298,活力粤港澳大湾区之经济发展,专著,978-7-5359-7403-7,,2020-10-01,20.3,,中文,广东科技出版社,,中山大学,37000.0,地理科学与规划学院,,周春山（005588）、张国俊,005588
299,瑞士债法典,译著,978-957-511-062-8,,2019-03-01,52.0,,中文,元照出版有限公司,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,于海涌（006262）,006262
300,贫困认知与贫困治理,专著,9787306073464,,2021-12-22,39.8,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,庄文嘉（130284）、岳经纶（040072）、程璆（18110178）,130284、040072
301,精准扶贫战略下城乡低保目标瞄准及执行机制优化：广东经验,专著,978-7-306-07086-9,,2021-03-15,34.1,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,庄文嘉（130284）、岳经纶（040072）、刘洋（19110161）,130284、040072
302,异识,译著,978-7-5321-8276-3,,2022-01-31,23.0,,中文,上海文艺出版社,,中山大学,21000.0,国际翻译学院,,周慧（070122）,070122
303,城市•社会•空间,编著,978-7-03-065538-7,,2020-06-01,103.9,,中文,科学出版社,,中山大学,37000.0,地理科学与规划学院,,边艳（10110708）、代丹丹（12110719）、周春山（005588）、童新梅（10110707）、杨高（12110720）,005588
304,中国新闻业年度观察报告2021,编著,9787511546289,,2021-12-01,21.0,,中文,人民日报出版社,,中山大学,17000.0,新闻传播学院,,徐桂权（140226）,140226
305,晚清西学丛书（五册）,编著,9787549123216,,2021-06-01,132.0,中国,中文,南方日报出版社,,中山大学,11300.0,哲学系,,梅谦立（060178）、周伟驰、姚达兑（150032）,060178
306,聖朝佐闢,编著,9789574572,,2018-12-15,12.0,中国台湾,中文,佛光大學佛教研究中心,,中山大学,11300.0,哲学系,,梅谦立（060178）、杨宏帆、赖岳山,060178
307,《修身西学今注》,编著,9787100175357,,2019-10-01,26.0,中国,中文,商务印书馆,,中山大学,11300.0,哲学系,,梅谦立（060178）、谭杰,060178
308,《中国哲学家孔夫子》（四册）,译著,9787571107307,,2021-01-15,164.0,中国,中文,大象出版社,,中山大学,11300.0,哲学系,,梅谦立（060178）、汪聂才、齐飞智、罗莹,060178
309,"A Brief Response on the Controversies over Shangdi, Tianshen and Linghun by Niccolò Longobardo",编著,978-981-16-0450-8,,2021-08-13,50.0,新加坡,外文,Palgrave,,中山大学,11300.0,哲学系,,梅谦立（060178）、Daniel Canaris,060178
310,《无执之道——埃克哈特神学思想研究》（The Art of Detachment）,译著,9787508087948,,2016-06-01,22.0,,中文,华夏出版社,,中山大学,11300.0,哲学系,,郑淑红（180368）,180368
311,从“‘双到’扶贫”到“精准扶贫”：基于广东经验的中国扶贫之路,专著,978-7-306-07114-9,,2021-09-30,32.5,中国,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,岳经纶（040072）、吴永辉（20110150）,040072
312,理解民生 社会政策调查报告选集（2020）,编著,978-7-5201-8883-8,,2021-08-01,22.9,中国,中文,社会科学文献出版社,,中山大学,13000.0,政治与公共事务管理学院,,陈永杰（080071）,080071
313,广东省特困人员救助供养制度研究:供给侧改革的创新经验,专著,978-7-306-07211-5,,2021-06-01,24.0,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,岳经纶（040072）、庄文嘉（130284）、尤泽锋（19110162）,040072、130284
314,贫困认知与贫困治理-基于广东省的调查数据分析,专著,978-7-306-07346-4,,2021-12-01,24.0,,中文,中山大学出版社,,中山大学,13000.0,政治与公共事务管理学院,,岳经纶（040072）、庄文嘉（130284）、程璆（18110178）,040072、130284
315,《人体功能学》,教材,978-7-117-31472-5,,2021-07-01,103.5,,中文,人民卫生出版社,,中山大学,50000.0,中山医学院,,谭红梅（011013）,011013
316,《病理生理学》,教材,978-7-5680-6860-4,,2021-01-01,60.9,,中文,华中科技大学出版社,,中山大学,50000.0,中山医学院,,谭红梅（011013）,011013
317,雅克·拉康研讨班七：精神分析的伦理学,译著,9787100200165,,2021-09-01,28.0,中国,中文,商务印书馆,,中山大学,72110.0,哲学系（珠海）,,卢毅（200520）,200520
318,土木、水利与海洋工程概论,教材,978-7-306-07388-4,,2021-12-01,48.0,,中文,中山大学出版社,,中山大学,76140.0,土木工程学院,,林凯荣（070140）、戴北冰（140129）、刘建坤（180044）、涂新军（006541）、马保松（190178）、林存刚（200157）、刘智勇（170085）、黎学优（180046）、赵计辉（170258）、蔡华阳（150046）、马会环（190053）、黄维（200009）、常丹（190163）,070140、140129、180044、006541、190178、200157、170085、180046、170258、150046、190053、200009
319,Encyclopedia of Ocean Engineering,编著,978-981-10-6963-5,,2021-01-16,100.0,,外文,Springer,,中山大学,76140.0,土木工程学院,,黎学优（180046）,180046
320,心血管系统与疾病,教材,978-7-117-31235-6,,2021-02-02,97.6,,中文,人民卫生出版社,,中山大学,59000.0,医学院,,周丽华（013009）,013009
321,妇幼护理与保健,教材,978-7-5487-4085-8,,2021-06-01,49.2,,中文,中南大学出版社,,中山大学,53000.0,护理学院,,高玲玲（019613）,019613
322,老子学集刊第五辑,编著,978-7-5203-8958-7,,2021-10-01,42.5,中国,中文,中国社会科学出版社,,中山大学,72110.0,哲学系（珠海）,,邓联合（190179）,190179
323,中国瓢虫原色图鉴,专著,978-7-03-025293-7,,2009-10-01,66.5,中国,中文,科学出版社,,中山大学,33000.0,生命科学学院,,任顺祥、王兴民、庞虹（006613）、彭正强、曾涛,006613
324,中国瓢虫物种多样性及其利用,专著,7-5359-3465-X,,2004-04-01,23.0,中国,中文,广东科技出版社,,中山大学,77010.0,生态学院,,庞虹（006613）、任顺祥、曾涛、庞雄飞,006613
325,恐龙时代的精灵-追寻昆虫的足迹,专著,978-7-109-18488-6,,2014-02-01,24.0,中国,中文,中国农业出版社,,其他,,,首都师范大学,任东、王莹、高太平、庞虹（006613）,006613
326,钟响之前 古典音乐鉴赏指南,教材,978-7-306-07386-0,,2021-12-30,23.0,中国,中文,中山大学出版社,,中山大学,71010.0,艺术学院,,彭奥（199684）、原嫄（190285）、张鼎（199669）,190285
327,古典弦乐艺术中的小提琴教学法,教材,978-7-306-07209-2,原嫄,2021-12-01,17.2,中国,中文,中山大学出版社,,中山大学,71010.0,艺术学院,,原嫄（190285）、金婷婷（170121）、徐莹、彭奥（199684）、蒋琴（006745）、曹芳菱（209688）、柴琳（209686）、张鼎（199669）、李治（210503）、张海庆（190286）、冯赫（210548）、吴晓枫（012041）、张喜秋（200089）,190285、170121、190286、200089
328,格致新机 格致新法,编著,978-7-5491-2393-3,,2021-06-01,16.9,中国,中文,南方日报出版社,,中山大学,11300.0,哲学系,,马永康（100177）,100177
