专家id,专家账号,专家姓名,职称,单位,一级学科,二级学科,三级学科,研究方向,论文,项目,知识产权,奖项,其他成果,已对接需求,团队id,category_id
1840,872141,黄杰慧,主管护师,中山眼科中心,,,,无,,,,,,,1210,51
1841,872143,曾素华,主管护师,中山眼科中心,,,,无,,,,,,,1211,51
1842,873034,蔡志伟,主管技师,中山眼科中心,,,,无,,,,,,,1212,51
1843,876021,余富华,会计师,中山眼科中心,,,,无,,,,,,,1213,149
1844,160020,许德金,教授,外国语学院,文学,比较文学,,美国文学，比较文学与跨文化，区域与国别研究,13719、17927、17929、38737,4432、7014、7496、9331、17835、49414、49648、49665、49688、51099、52494,,540、810、2513、2743、5296、5854、9209,,,7446,129
1845,821486,陈必近,主管护师,孙逸仙纪念医院,,,,无,,,,,,,1214,51
1846,821490,郑楚莲,主管护师,孙逸仙纪念医院,,,,无,,,,,,,1215,51
1847,821510,黎祥喷,副主任医师,孙逸仙纪念医院,,,,无,16446,527、16850、20441、20447、22048、22589、23031、23937、25387、25755、27652、31107、31125、31132、31766、33648、34005、34011、36233、37456、38204、38757、38834、38847、39160、42421、44755、44926、45114、45193、45482、45483、46150,,,,,535,51
1848,821594,詹春霞,主管护师,孙逸仙纪念医院,,,,无,,,,,,,1216,51
1849,821616,马丽萍,主任医师,孙逸仙纪念医院,,,,无,,15245、20257、25389、27559、27989、30396、32831、35413、38631、39899、50593、50644,,,,,1217,51
1850,133101,徐雯,医师,附属第三医院,,,,无,,,,,,,1218,51
1851,133151,元丽,研究实习员（高教系列）,附属第三医院,,,,无,,,,,,,1219,51
1852,135510,刘志国,主治医师,附属口腔医院,,,,无,,10546,,,,,1220,51
1853,150132,韩青诺,助教（高校）,心理学系,教育学,教学论,,,16344、16345、16346、16347、16348,136、281、375、714、4193、4258、6893、13598、14633、23715,,179、475、778、805、1759、1762、3033、3804、3828、3863、4396、4526、4772、4776、4944、4982、5184、5352、5435、6429、6634、7257、7305、7632、8444,,,1221,129
1854,150180,陈锐丹,副教授,大气科学学院,地球科学,大气科学,气候学,极端天气与气候,3795、4091、4124、4253、4255、18134、19414、28604、31288、39851、40927、41414、41572、41573、41575、41578,5845、7112、7154、9469、10366、10764、13831、16666、16703、16710、18447、18580、18824、19347、19506、19792、19822,,441,,4622,5194,141、140
1855,151001,黄俊琪,教授,附属第一医院,,,,器官移植科,,7453、7803、8739、9468、13969、20429、21632、27915、52478、52533、52577、52587,,,,,1222,51
1856,880046,欧沫,讲师（高校）,附属口腔医院,,,,无,,,,,,,1223,51
1857,880071,杨小平,主任医师,附属口腔医院,,,,无,,38667、40547、43504、46355,,,,,1224,51
1858,821820,沈庆煜,主任医师,孙逸仙纪念医院,,,,无,16445、16446、16449,4824、9480、9520、10133、10143、13756、13757、25754、34011、38204、38834、41060、41627、42421、43532、43540、43706、44755、44926、45482、45483、46150,,,,,535,51
1859,821824,曾静贤,副主任医师,孙逸仙纪念医院,,,,无,,28620、29057、29879、30389、31322、39373、40194,,,,,1225,51
1860,822083,曾颖,副主任医师,孙逸仙纪念医院,,,,无,,27818、37000、38836,4333,,,,1226,51
1861,830016,陈琳玲,研究实习员（高教系列）,附属第三医院,,,,无,,,,,,,1227,51
1862,830302,彭碧云,主管护师,附属第三医院,,,,无,,,,,,,1228,51
1863,830335,蒋立坚,副主任医师,附属第三医院,,,,无,,42399、43766、43980,,,,,1229,51
1864,830379,曹红,副主任医师,附属第三医院,,,,无,,7439、22235、31757、32357、34085、34246、35593、36083、40598、41490、42665、44293,,,,,1230,51
1865,830397,高志良,教授,附属第三医院,,,,传染病学,166、168、13837、18801、23536、29843、31922、43934,171、689、6467、9472、10184、12311、12450、13064、15147、15250、15573、18061、19080、21197、21956、22479、23023、23630、24594、26038、26247、27792、29142、29532、29655、30361、31542、31581、31582、31752、31826、32348、36401、36744、36748、36905、37245、37369、38103、38729、38885、39201、39363、40322、40326、41231、41464、41465、41691、41892、42731、43358、43899、44293、44953、45458、47096、47975、48140、48996,,,,4195,82,51
1866,830610,潘志恒,副教授,附属第三医院,,,,无,45232、45238、45239,43040,,,,,5744,51
1867,830612,王拥泽,副主任医师,附属第三医院,,,,无,45238,34436,,,,,5744,51
1868,831224,孔庆磊,主治医师,附属第三医院,,,,无,,7666、21955、27526、32767、42561,,,,,1231,51
1869,162038,许鹤洋,主治医师,孙逸仙纪念医院,,,,无,,14687,,,,,1232,51
1870,871166,陈倩茹,主治医师,中山眼科中心,,,,无,,35596、36955、36986、41097、45176、45177,,,,,1233,51
1871,872092,林少春,主管护师,中山眼科中心,,,,无,43093,21931、22203、28035、30727、36034、36041、36101、38588、40145、40537、43789、44332、50851、50853、50857、50858,,,,,447,51
1872,875019,钟志勇,助理研究员（高教系列）,中山眼科中心,,,,无,,50986,,,,,1234,51
1873,880086,古文珍,副主任护师,附属口腔医院,,,,无,,1911,,,,,1235,51
1874,880092,范丹妮,副主任医师,附属口腔医院,,,,无,,29898、31049、32759、34025、35952、38666、38896、42568、45943,,,,,1236,51
1875,880112,申林汉,主管技师,附属口腔医院,,,,无,,,,,,,1237,51
1876,060138,罗秋菊,教授,旅游学院,管理学,管理学其他学科,,旅游与会展管理,12703、12777、12778、12779、16790、16791、21157、23404、26658、30247、42005、42736、42737、42738、42739、42740、42741、42742、42743、42744、42745、42746,8252、12103、12477、20351、21096、21498、22268、22269、22690、22691、22692、22693、22963、24135、24326、24687、24688、24945、26344、27097、28397、29287、31573、32128、32129、34909、34996、35813、37111、38354、38430、38919、39267、39569、39583、41262、41493、42752、43373、44366、44712、44870、45549、49791、49793、49933、50073、50329、50474、50529、50776,,859、862、863、864、865、867、973、1088、2527、3291、3292、5327、6236、6762,114,59、204、383、435、436、489、490、491、576、656、727、1105、1173、1244、1263、1402、1448、1455、1635、1639、1640、1641、1679、1769、1990、2120、2123、2188、2248、2292、2347、2356、2482、2625、2673、2767、2841、3293、3385、3405、3741、4222、4325、4434、4564、5149、5180,5605,135
1877,060178,梅谦立,教授,哲学系,哲学,西方哲学史,17、18世纪欧洲哲学,西学东渐、中学西传,20135、20136、21235、21236、21240、21241、21242、22271、22272、22274、22275、22276、22277、22280、22283、22285、22337、22757、22825、24874、26729、26987、27093、27885、28694、29441、30787、31517、32225、46865、46866、46879,22、152、1961、3112、4328、8198、8591、14927、18508、19804、20012、24998、31658、32864、41602、50143,,,265、365、366、367、368、369、1645,,4840,119
1878,061004,曾卉,研究实习员,附属第一医院,,,,人事科,,,,,,,1238,51
1879,724246,陈仁辉,主治医师,孙逸仙纪念医院,,,,无,2017、14628,9872、10385、17618,,,,,1835,51
1880,140101,赵一波,助理研究员（高教系列）,公共卫生学院（深圳）,,,,,,14642、14658,,3530、3963、5873、8196、8260、8853,,,1239,39
1881,140190,甘小珍,讲师（高校）,研究生院,,,,,,,,1580、1581、1582、1583、1584、1585、1586,,,1240,144
1882,140211,周声圳,副教授,大气科学学院,地球科学,大气科学,大气化学,大气化学和大气气溶胶,2706、4048、6259、6293、6294、6295、6296、6297、6298、6300、6302、6303、6304、12076、12078、12079、17767、17770、17773、17775、19522、20027、20236、20574、23131、25484、30308、31772、32262、35976、37145、37605、37915、38724、38962、39700、39750、41054、41121、41170、46501,359、996、1226、2227、4390、7112、7154、7855、9469、10764、14260、14958、15509、16519、16570、18403、18595、18744、18824、19303、19840、20554、20562、20963、21044、21416、21454、22287、22359、22454、22847、22851、22977、23296、50347、50964、51087、52290,,4536、4820、8432,,816、2320、4721、4722,1241,140、141
1883,150166,朱宏,副教授,旅游学院,管理学,,,酒店业人力资源管理,34014、36716、36850、36869、37721、40203,882、9021、12477、14198、15633、16510、19503、20351、20737、50124,,,671、1363,491,1242,135
1884,151080,任红苗,副主任医师,附属第一医院,,,,耳鼻咽喉科学,31273,5328、16441、20333,6119,,,,1243,51
1885,152013,杨文娟,主治医师,孙逸仙纪念医院,,,,,,8785、10407、12437、14460、20053、20258、20259,,,,,1244,51
1886,072005,张彩霞,副研究员,孙逸仙纪念医院,,,,无,,8744、25986、27623、29892、30693、36226、36301、36580、36583、37458、38785、38870、39815、40615、41110、43031,,,,,1245,51
1887,850572,曾小娥,主管护师,附属第五医院,,,,无,,,,,,,1246,51
1888,850681,江美齐,主管护师,附属第五医院,,,,无,,,,,,,1247,51
1889,850856,吴文浩,主管技师,附属第五医院,,,,无,,9912,,,,,1248,51
1890,850896,寇丽,主治医师,附属第五医院,,,,无,,32772、42629,,,,,1249,51
1891,851002,曹婉维,主管技师,附属第五医院,,,,无,,19685、20219、20534、22254、40486、40833,,,,,1250,51
1892,081804,赵云荷,主治医师,附属第一医院,,,,妇科,15095,18918、22643、23088、38426,,,,,3994,51
1893,821210,吴庆欢,副主任药师,孙逸仙纪念医院,,,,无,,,,,,,1251,51
1894,133782,王宇,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,14760、14925、29347,6030、9588、27519、27883,,,,,104,51
1895,120165,汪帼英,助教（高校）,教务部,,,,,30094、35082,21112,,594、1709、7060、9325,,,647,147
1896,120171,赵静,助教（高校）,纪委、监察专员办,,,,,58,,,,,,1252,148
1897,120181,徐运娟,研究实习员,党委办公室（党委信访办公室）,,,,,,14647,,4864,,,1253,144
1898,121040,江智毅,医师,附属第一医院,,,,重症一科,,9507、23985,,,,,1254,51
1899,121169,黄诗欣,主管护师,附属第一医院,,,,外科,,10829,,,,,1255,51
1900,830281,李燕,主管护师,附属第三医院,,,,无,,22088、22095、23847、25793、27866、31231、31795、31803、32371、32397、33982、34424、34514、36323、36439、37366、38182、38789、39802、40538、42181、42542、44021、44309,,,,,1256,51
1901,830384,陈金莲,主管护师,附属第三医院,,,,无,,,,,,,1257,51
1902,830014,陈璘,教授,附属第三医院,,,,无,25629、35162,38718、48447、48682,,,,,141,51
1903,830064,林金香,副主任护师,附属第三医院,,,,无,,14704、44941,,,,,1258,51
1904,830082,王云辉,主管护师,附属第三医院,,,,无,,,,,,,1259,51
1905,830086,吴少珠,副主任护师,附属第三医院,,,,无,,2604、23434、30382,,,,,1260,51
1906,830207,范建辉,主任医师,附属第三医院,,,,无,,32775、35234、36562、38199、38202、39365、44291、48148,,,,,1261,51
1907,830210,古健,副主任医师,附属第三医院,,,,无,,25282、35912、36356、36982、38737、40591、40595、41889、42403、42559、44236,,,,,1262,51
1908,860688,肖永波,主管技师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,,30701、36518,,,,,1263,51
1909,860829,陈巧伦,副主任技师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,38846、39122,,,,,1264,51
1910,860970,陈雪琳,主管护师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,32741,,,,,1265,51
1911,090030,张木水,副教授,电子与信息工程学院（微电子学院）,电子与通信技术,电子技术,微电子学,高速互连设计,11418、14361、21356、24220、24228、24706、24729、36254、37272、38805、38843、38844、39725、39740、39789、40528、40589、40611、40620、40628、41246、41511、41536、41541、41545、45868、45869、45932、45953、45986、46000、46448,6080、21422、26812、28509、29166、29483、30188、30514、31346、31348、31958、35495、37573、37650、38444,1378、1379、1380、1381、2062、3597,4577,,3884、4507,1266,30、20、21
1912,090117,吴世敏,副教授,地球科学与工程学院,地球科学,地质学,构造地质学(包括显微构造学等),大陆边缘构造动力学,6200、23624、23725,24957、29127、29260、31508、35335、35527、35853、37112、52102,,8797,,525、1767,5853,141
1913,091020,李益桑,研究实习员,附属第一医院,,,,医疗保险办公室,,,,,,,1267,51
1914,091024,邹昌业,副主任医师,附属第一医院,,,,骨肿瘤科,24417、26835、26848、31528、35688、36443、38046,2355、3413、11710、15079、20286、22619、25646、27307、27539、28435、29661、30425、30687、31161、31181、31185、31788、32927、35735、36168、36238、37425、38097、38589、38829、39134、39400、40475、40946、42078,,,,,3549,51
1915,091045,苏磊,主治医师,附属第一医院,,,,特需二科,6990、13651、15023,11478、16427、18955、19696、30416、30432、31086、31167、31570、34039、36169、36394、38517、40119、42080、45422,,,,,1733,51
1916,871108,李加青,主任医师,中山眼科中心,,,,无,3336、3374、12593,25826、25947、26262、32378、32822、34209、36526、40876、41878、42348、42350、43024、43552、44325,,,,,3735,51
