其他成果id,成果名称,成果类型,日期,归属二级单位名称,成员信息,校内成员账号
564,Expressing the Self: Cultural Diversity and Cognitive Universals,编著,2018-03-15,国际翻译学院,黄敏瑶（200544）,200544
565,Handbook Research on Medical Interpreting,专著,2020-01-30,国际翻译学院,郭聪（230506）、杨承淑（9190224）、张昆松（091048）、匡铭（812085）,230506、091048、812085
566,生命科学中的电子显微镜技术,教材,2021-07-01,生命科学学院,姚楠（050061）,050061
567,"Nanotechnology and Plant Sciences (Toxicity of nanomaterials to plants, 第六章）",专著,2015-01-27,生命科学学院,李凯恩（13212640）、常振仪（09212172）、申聪香（07212072）、姚楠（050061）,050061
568,生物无机化学导论（第11章）,编著,2021-03-01,生命科学学院,刘建忠（004580）,004580
569,《中国共产党和中国特色外交理论与实践》（阿拉伯文翻译）,译著,2021-05-15,,陈杰（190102）、艾哈迈德扎里夫,190102
570,阿拉伯语教育与研究,编著,2021-11-15,,陈杰（190102）,190102
571,한국어 학습자의 언어능력에 대한 연구 中国学习者的韩国语口语语言能力研究,专著,2021-11-30,国际翻译学院,张薇薇（200153）,200153
572,基于问题学习模式（PBL）的高校计算机辅助翻译课程教学设计研究,专著,2021-11-01,国际翻译学院,骆雪娟（180323）,180323
573,《庄子·齐物论》研究：以“我”与“物”的关系为中心--北大美学研究丛书,专著,2021-11-10,,Heejung SEO REICH（180060）,180060
574,再造金山：华人移民与澳新殖民地生态变迁,专著,2021-02-01,历史学系,费晟（120247）,120247
575,《艺术史研究》第25辑,编著,2021-07-01,历史学系,向群（005605）,005605
576,从蜜月走向对抗：冷战初期的苏联与以色列关系研究,专著,2021-11-01,历史学系,肖瑜（120126）,120126
577,佛山石头霍氏研究,专著,2021-11-30,历史学系,周肖、任建敏（190559）,190559
578,《小说鉴史》,译著,2020-05-01,历史学系,周立红（070145）,070145
579,《艺术史研究》第23辑,编著,2020-08-01,历史学系,向群（005605）,005605
580,城市时空行为调查方法,专著,2021-07-09,地理科学与规划学院,柴彦威、陈梓烽（210132）、塔娜,210132
581,管理案例研究：方法与应用,编著,2020-08-01,管理学院（创业学院）,吴瑶（220545）,220545
582,企业与消费者协同演化动态能力：案例研究,专著,2021-01-01,管理学院（创业学院）,吴瑶（220545）、肖静华（004763）、谢康（002048）,220545、004763、002048
583,走向数据驱动的互动创新：2020年广州游戏产业研究报告,专著,2021-08-01,管理学院（创业学院）,谢康（002048）、唐忆鲁（10250060）,002048
584,工程项目契约柔性对承包方合作 行为影响研究,专著,2022-01-01,信息管理学院,朱方伟、孙秀霞、宋昊阳（220547）,220547
585,Emerging Covalent Organic Framework and Linear Polymer (COF–LP) Composites: Synthetic Approaches,专著,2021-11-26,化学学院,朱有龙（190131）,190131
586,有机化学Textbook of organic chemistry,教材,2021-01-31,化学学院,邱立勤（070010）,070010
587,"Marguerite Duras et Eileen Chang: l'enfance, le roman familial, l'écriture féminine",专著,2018-09-01,,杨蓥莹（190509）,190509
588,苍凉与疯狂,专著,2012-12-01,,杨蓥莹（190509）,190509
589,文字与光影中的杜拉斯,专著,2016-04-10,,杨蓥莹（190509）,190509
590,张爱玲与厄勒克特拉之殇,专著,2016-11-01,,杨蓥莹（190509）,190509
591,《晏子春秋》研究,专著,2021-11-15,哲学系（珠海）,袁青（180739）,180739
592,马克思《论犹太人问题》研究读本,专著,2016-10-01,,林进平（180728）,180728
593,马克思主义与正义——对自由主义的激进批判,专著,2013-11-01,,林进平（180728）,180728
594,"Neuro-Symbolic Artificial Intelligence: The State of the Art, Chapter 4",专著,2022-01-19,智能工程学院,曹擎星（196671）、万文韬（19110975）、梁小丹（180035）、林倞（100002）,180035、100002
595,Stem Cells and Cancer in Hepatology From the Essentials to Application,专著,2018-01-01,,许燕（173001）、张琪（063006）,173001、063006
596,《历史多元视野中的盐铁会议与<盐铁论>》,专著,2022-08-01,历史学系,杨勇（180158）,180158
597,中国SKA科学报告,编著,2019-04-09,,张泳（170040）,170040
598,环南海社会经济发展报告,编著,2022-01-01,地理科学与规划学院,薛德升（006028）、朱竑、韦春竹（180274）、蔡晓梅、刘珍环（130216）、周义（20110636）、贺智（150101）、李心媛（20213508）、沈乾辉（17306083）、李恒利（17306043）、孙伟（180041）、陈舒（20213440）、任苗苗（19213483）、李玮（196051）、李子枫（226369）、梁育填（130234）、张家熙（20213473）、周政可（17213437）、史钊源（19110671）、黄耿志（190082）、邢祖哥（19213509）、张沈圆（20213474）、王波（190080）、周辉权（19213515）、王琪（19213505）、陈炜（20213455）、雷雅钦（20213459）、张琪（16110686）、张博、谢林轩、李颉、李军、冼凡几、徐勇、张怡佳、安宁、袁振杰、何兆聪、欧阳琳浩（216185）、林卫银（20213461）、谭一洺（220548）、王静婷（20213468）、黄楠希（19213537）,006028、180274、130216、150101、180041、130234、190082、190080、220548
599,马克思主义理论研究报告（2020）,编著,2021-11-01,马克思主义学院,林进平（180728）,180728
600,儿童及青少年淋巴瘤诊疗指南2020,教材,2020-06-01,,张翼鷟（183502）,183502
601,儿童及青少年淋巴瘤诊疗指南2021,教材,2021-04-01,,张翼鷟（183502）,183502
602,智能光电感知,专著,2022-08-20,电子与通信工程学院,王亮（190035）,190035
603,石斑鱼杂交育种理论与技术,专著,2020-05-01,,田永胜、丁少雄、陈超、张海发、张勇（040102）、骆剑,040102
604,皮肤性病学高级医师进阶（副主任医师、主任医师）,教材,2020-01-10,,施歌（194278）,194278
605,社交媒体时代青少年的危与机,专著,2022-03-01,新闻传播学院,付晓燕（160322）,160322
606,全国高等教育五年制临床医学专业教材精编速览,教材,2018-12-01,中山医学院,黄潋滟（160231）,160231
607,全国高等教育五年制临床医学专业同步习题集,教材,2019-04-01,中山医学院,黄潋滟（160231）,160231
608,大数据与互联网公司估值III,专著,2022-01-01,管理学院（创业学院）,陈玉罡（080057）、鲁济华（19110171）,080057
609,高校毕业生核心职业能力研究,专著,2019-10-15,人文社会科学处,刘小平（006773）,006773
610,管理心理学（第四版）,教材,2021-11-30,管理学院（创业学院）,邓靖松（040081）,040081
611,提升中国企业竞争力-工商管理精选案例集,编著,2019-02-01,管理学院（创业学院）,梁剑平（100001）、陈静、潘兆铭,100001
612,全球视野 本土智慧--中国商业管理案例精选,编著,2020-04-01,管理学院（创业学院）,梁剑平（100001）,100001
613,The Application of Nanoengineering in Advanced Drug Delivery and Translational Research,专著,2022-04-30,药学院（深圳）,王俊卿（190129）,190129
614,胡塞尔同感现象学研究,专著,2022-04-25,哲学系（珠海）,罗志达（190515）,190515
615,解析亨利·基辛格《世界秩序》,译著,2021-07-08,,于金权（206166）,206166
616,基于神经语言学的外语教学法-理论释疑与实践解惑,译著,2022-04-01,外国语学院,毛荣坤（196578）,196578
617,新型半刚性节点网壳结构,专著,2022-03-01,土木工程学院,马会环（190053）,190053
618,Trenchless Technology,教材,2021-10-15,土木工程学院,马保松（190178）,190178
619,哲学在东亚的生成与发展——从跨文化的视角看（東アジアにおける哲学の生成と発展 間文化の視点から）,编著,2022-02-18,哲学系,廖钦彬（150013）,150013
620,中华医学百科全书.卫生统计学,编著,2020-04-01,公共卫生学院,赵耐青、李立明、徐勇勇、颜虹、凌莉（014081）,014081
621,药物临床试验实践与共识,编著,2020-10-01,公共卫生学院,杨忠奇、邹燕琴、曹烨、洪明晃、凌莉（014081）,014081
622,医学统计学,教材,2020-09-01,公共卫生学院,颜艳、刘红波、孙振球、马骏、徐勇勇、王彤、凌莉（014081）,014081
623,海洋植物学,教材,2021-09-01,海洋科学学院,刘涛、彭娟（120320）、黄椰林（020179）、赵淑江、金月梅,120320、020179
624,中国常见海洋高等植物图鉴,编著,2018-12-01,生命科学学院,刘涛、王道儒、黄椰林（020179）、吴钟解、佘忠明,020179
625,基准气候数据及气候变化观测,编著,2018-01-11,大气科学学院,李庆祥（170039）、廖捷、徐文慧,170039
626,零基础琵琶演奏入门与进阶,教材,2022-04-25,艺术学院,马琳（190284）,190284
627,唐修国史研究,专著,2022-04-01,中国语言文学系,李南晖（006765）,006765
628,血液系统与疾病第二版,教材,2021-12-01,医学院,张梅、胡豫、孙连坤、陈建斌、汪思应、李玉华、王华芳、文钦、方美云、艾丽梅、朱焕玲、刘开彦、刘代红、刘华胜、苏静、李娟（131332）、李薇、李建勇、杨志刚、杨林花、何广胜、宋永平、张幸鼎（170059）、张晓燕、陈冰、邵宗鸿、周芙玲、贺鹏程、梁爱斌、彭军、童向民、蔡真,170059
629,萨克斯管现代室内乐作品集,教材,2022-04-30,艺术学院,张鼎（199669）、原嫄（190285）、薛驭生,190285
630,中国现代小说文体的发生,专著,2019-12-01,科学研究院,郭冰茹（006739）,006739
631,中国当代小说与叙事传统,专著,2018-12-01,科学研究院,郭冰茹（006739）,006739
632,RNA Polymerases as Molecular Motors: On the Road: Edition 2,专著,2021-12-15,化学学院,徐亮（160043）、Robert Landick,160043
633,锦屏文书（第二辑11册）,编著,2022-02-01,历史人类学研究中心,张应强（005134）,005134
634,光学,教材,2017-12-01,物理学院,陈敏（8190007）、赵福利（005671）、董建文（070074）,005671、070074
635,Quantum tunneling and field electron emission theories,专著,2013-03-20,物理学院,梁世东（020016）,020016
636,化学海洋学,教材,2019-09-24,海洋科学学院,刘岚（006380）,006380
637,Extremophiles in Eurasian,编著,2018-10-10,生命科学学院,Dilfuza Egamberdieva、Nils-Kåre Birkeland、Hovik Panosyan、李文均（140030）,140030
638,Aidingimonas,编著,2019-09-09,生命科学学院,MANIK PRABHU NARSING RAO（187042）、李文均（140030）,140030
639,微生物学前沿,专著,2022-06-01,生命科学学院,李文均（140030）,140030
640,《生物化学与分子生物学》,教材,2018-08-01,中山医学院,高国全（011012）,011012
641,儿科护理学,教材,2021-12-01,护理学院,张利峰（080062）,080062
642,图书情报专业硕士培养研究与实践,编著,2020-03-06,信息管理学院,张靖（080120）、陈定权（030084）、肖鹏（190516）,080120、030084、190516
643,中山大学图书馆学教育模式——面向国家文化传承和文化发展的图书馆学教育,编著,2020-01-01,信息管理学院,肖鹏（190516）、程焕文（001372）、曾文（18212310）,190516、001372
644,开端与未来：从现象学到解构,专著,2012-05-01,哲学系,朱刚（040123）,040123
645,《实践哲学评论》第6辑,编著,2022-04-02,哲学系,徐长福（020126）,020126
646,基坑动态支护技术与应用实例,编著,2017-04-01,地球科学与工程学院,宋明健、汤连生（005160）、王俊杰,005160
647,广州市地下空间开发的岩土工程技术指南,编著,2018-12-01,地球科学与工程学院,林本海、廖建三、汤连生（005160）,005160
648,非遗保护与文化认同,编著,2021-12-31,中国语言文学系,蒋明智（060067）,060067
649,贫困地区创业与减贫,专著,2021-09-01,,谭卫平、田宇（006919）,006919
650,教育与减贫：武陵山国家集中连片特困地区教育扶贫绩效评价,专著,2020-06-01,管理学院（创业学院）,田宇（006919）,006919
651,当代新闻编辑——从宏观思维到微观实践,专著,2015-05-01,新闻传播学院,龚彦方（130160）,130160
652,财经新闻知与行,专著,2017-05-01,新闻传播学院,龚彦方（130160）,130160
653,Metabolomics: Methods and Protocols,专著,2019-01-01,药学院,张小雷（160267）,160267
654,现代化学基础丛书42： 生物无机化学导论（第四版）,教材,2021-03-01,化学学院,毛宗万（006091）、谭彩萍（086010）、巢晖（006703）、计亮年（000287）,006091、006703
655,团队信任与管理,专著,2012-10-01,政治与公共事务管理学院,邓靖松（040081）,040081
656,管理心理学（第三版）,教材,2018-10-26,管理学院（创业学院）,邓靖松（040081）,040081
657,组织行为学案例教程,教材,2021-08-01,管理学院（创业学院）,邓靖松（040081）,040081
